path,class_name,label,split,width,height,aspect_ratio,file_size_bytes
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00293.webp,Chinese traditional architecture,12,test,1800,1440,1.25,850208
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00251.jpg,Chinese traditional architecture,12,test,1024,1024,1.0,476592
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00154.jpg,Chinese traditional architecture,12,test,736,977,0.7533,403704
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00338.jpg,Chinese traditional architecture,12,test,1080,1440,0.75,519176
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00315.jpg,Chinese traditional architecture,12,test,1440,1920,0.75,791013
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00320.jpg,Chinese traditional architecture,12,test,737,1313,0.5613,321586
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00026.jpg,Chinese traditional architecture,12,test,1441,1500,0.9607,636040
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00305.jpg,Chinese traditional architecture,12,test,1080,1619,0.6671,369487
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00165.jpg,Chinese traditional architecture,12,test,1280,498,2.5703,165892
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00078.webp,Chinese traditional architecture,12,test,736,1312,0.561,805884
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00020.jpg,Chinese traditional architecture,12,test,800,800,1.0,93059
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00079.jpg,Chinese traditional architecture,12,test,991,1762,0.5624,408965
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00363.jpg,Chinese traditional architecture,12,test,1080,1920,0.5625,470306
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00238.jpg,Chinese traditional architecture,12,test,800,800,1.0,200600
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00169.png,Chinese traditional architecture,12,test,928,1232,0.7532,2421887
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00002.jpg,Chinese traditional architecture,12,test,768,1024,0.75,317960
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00130.jpg,Chinese traditional architecture,12,test,720,1280,0.5625,418226
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00299.jpg,Chinese traditional architecture,12,test,901,1200,0.7508,307759
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00082.jpg,Chinese traditional architecture,12,test,1080,1920,0.5625,637214
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Chinese traditional architecture/chinese_traditional_architecture_00066.jpg,Chinese traditional architecture,12,test,1080,1920,0.5625,795671
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00021.jpg,Colonial architecture,13,train,912,513,1.7778,94203
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00283.jpg,Colonial architecture,13,train,596,446,1.3363,64264
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00094.jpg,Colonial architecture,13,train,1000,740,1.3514,195046
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00149.jpg,Colonial architecture,13,train,359,543,0.6611,41813
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00014.jpg,Colonial architecture,13,train,667,1000,0.667,166761
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00183.jpg,Colonial architecture,13,train,1000,667,1.4993,197242
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00270.jpg,Colonial architecture,13,train,596,446,1.3363,94650
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00116.jpg,Colonial architecture,13,train,1000,758,1.3193,135805
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00059.jpg,Colonial architecture,13,train,800,533,1.5009,99963
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00069.jpg,Colonial architecture,13,train,700,394,1.7766,47848
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00315.jpg,Colonial architecture,13,train,800,600,1.3333,148846
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00249.jpg,Colonial architecture,13,train,763,508,1.502,57225
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00015.jpg,Colonial architecture,13,train,1000,667,1.4993,197246
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00004.jpg,Colonial architecture,13,train,800,533,1.5009,166999
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00381.jpg,Colonial architecture,13,train,800,600,1.3333,85444
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00448.jpg,Colonial architecture,13,train,393,599,0.6561,49530
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00084.jpg,Colonial architecture,13,train,998,496,2.0121,76264
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00451.jpg,Colonial architecture,13,train,800,533,1.5009,132903
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00234.jpg,Colonial architecture,13,train,300,450,0.6667,32281
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00421.jpg,Colonial architecture,13,train,800,600,1.3333,93817
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00111.jpg,Colonial architecture,13,train,602,452,1.3319,77216
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00304.jpg,Colonial architecture,13,train,450,600,0.75,62302
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00452.jpg,Colonial architecture,13,train,446,600,0.7433,73913
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00429.jpg,Colonial architecture,13,train,800,533,1.5009,99136
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00237.jpg,Colonial architecture,13,train,1000,667,1.4993,98189
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00235.jpg,Colonial architecture,13,train,1000,673,1.4859,171655
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00465.jpg,Colonial architecture,13,train,800,600,1.3333,79959
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00329.jpg,Colonial architecture,13,train,800,600,1.3333,87157
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00277.jpg,Colonial architecture,13,train,667,500,1.334,87059
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00098.jpg,Colonial architecture,13,train,579,389,1.4884,30920
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00156.jpg,Colonial architecture,13,train,569,320,1.7781,65134
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00166.jpg,Colonial architecture,13,train,900,600,1.5,121479
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00009.jpg,Colonial architecture,13,train,1000,732,1.3661,101832
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00142.jpg,Colonial architecture,13,train,1000,667,1.4993,137931
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00427.jpg,Colonial architecture,13,train,800,600,1.3333,69637
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00024.jpg,Colonial architecture,13,train,846,1000,0.846,130110
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00296.jpg,Colonial architecture,13,train,1000,734,1.3624,160398
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00028.jpg,Colonial architecture,13,train,1000,659,1.5175,108035
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00031.jpg,Colonial architecture,13,train,1000,344,2.907,93911
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00081.jpg,Colonial architecture,13,train,1000,1000,1.0,150568
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00431.jpg,Colonial architecture,13,train,600,600,1.0,91774
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00181.jpg,Colonial architecture,13,train,770,513,1.501,66312
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00334.jpg,Colonial architecture,13,train,800,523,1.5296,114682
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00011.jpg,Colonial architecture,13,train,1000,677,1.4771,109985
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00200.jpg,Colonial architecture,13,train,1000,772,1.2953,113708
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00472.jpg,Colonial architecture,13,train,800,536,1.4925,123003
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00041.jpg,Colonial architecture,13,train,700,360,1.9444,79235
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00456.jpg,Colonial architecture,13,train,800,600,1.3333,153881
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00036.jpg,Colonial architecture,13,train,768,511,1.5029,100011
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00455.jpg,Colonial architecture,13,train,800,600,1.3333,105332
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00397.jpg,Colonial architecture,13,train,800,581,1.3769,113072
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00120.jpg,Colonial architecture,13,train,920,690,1.3333,116240
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00153.jpg,Colonial architecture,13,train,795,447,1.7785,71298
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00365.jpg,Colonial architecture,13,train,800,480,1.6667,106753
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00445.jpg,Colonial architecture,13,train,400,300,1.3333,149105
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00143.jpg,Colonial architecture,13,train,490,325,1.5077,36449
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00154.jpg,Colonial architecture,13,train,640,426,1.5023,65095
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00478.jpg,Colonial architecture,13,train,800,536,1.4925,88171
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00148.jpg,Colonial architecture,13,train,338,450,0.7511,19620
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00182.jpg,Colonial architecture,13,train,667,1000,0.667,111280
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00107.jpg,Colonial architecture,13,train,1000,667,1.4993,145530
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00361.jpg,Colonial architecture,13,train,800,523,1.5296,114682
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00212.jpg,Colonial architecture,13,train,640,426,1.5023,61469
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00163.jpg,Colonial architecture,13,train,1000,665,1.5038,170524
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00384.jpg,Colonial architecture,13,train,778,599,1.2988,82333
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00106.jpg,Colonial architecture,13,train,800,600,1.3333,113870
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00075.jpg,Colonial architecture,13,train,759,500,1.518,76779
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00321.jpg,Colonial architecture,13,train,447,599,0.7462,88966
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00077.jpg,Colonial architecture,13,train,550,413,1.3317,38371
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00188.jpg,Colonial architecture,13,train,500,400,1.25,72448
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00226.jpg,Colonial architecture,13,train,1000,469,2.1322,96948
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00432.jpg,Colonial architecture,13,train,800,600,1.3333,66418
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00355.jpg,Colonial architecture,13,train,799,600,1.3317,148955
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00390.jpg,Colonial architecture,13,train,795,599,1.3272,132743
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00006.jpg,Colonial architecture,13,train,1000,672,1.4881,215060
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00072.jpg,Colonial architecture,13,train,1000,667,1.4993,163300
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00164.jpg,Colonial architecture,13,train,840,400,2.1,89383
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00151.jpg,Colonial architecture,13,train,750,1000,0.75,131469
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00038.jpg,Colonial architecture,13,train,1000,667,1.4993,89131
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00236.jpg,Colonial architecture,13,train,1000,736,1.3587,162217
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00382.jpg,Colonial architecture,13,train,450,600,0.75,56856
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00190.jpg,Colonial architecture,13,train,869,652,1.3328,113022
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00239.jpg,Colonial architecture,13,train,1000,667,1.4993,92182
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00136.jpg,Colonial architecture,13,train,667,1000,0.667,158919
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00312.jpg,Colonial architecture,13,train,800,536,1.4925,96263
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00364.jpg,Colonial architecture,13,train,800,600,1.3333,98366
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00114.jpg,Colonial architecture,13,train,500,333,1.5015,40115
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00404.jpg,Colonial architecture,13,train,800,600,1.3333,147220
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00168.jpg,Colonial architecture,13,train,1000,614,1.6287,177571
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00152.jpg,Colonial architecture,13,train,1000,667,1.4993,167581
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00233.jpg,Colonial architecture,13,train,600,401,1.4963,63109
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00340.jpg,Colonial architecture,13,train,800,600,1.3333,90213
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00251.jpg,Colonial architecture,13,train,1000,750,1.3333,162911
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00366.jpg,Colonial architecture,13,train,800,523,1.5296,96593
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00369.jpg,Colonial architecture,13,train,800,547,1.4625,110925
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00155.jpg,Colonial architecture,13,train,1000,659,1.5175,163870
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00124.jpg,Colonial architecture,13,train,403,375,1.0747,36074
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00165.jpg,Colonial architecture,13,train,1000,750,1.3333,154293
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00416.jpg,Colonial architecture,13,train,406,351,1.1567,67180
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00012.jpg,Colonial architecture,13,train,1000,714,1.4006,110525
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00248.jpg,Colonial architecture,13,train,1000,667,1.4993,175908
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00318.jpg,Colonial architecture,13,train,800,486,1.6461,110711
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00410.jpg,Colonial architecture,13,train,800,536,1.4925,95257
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00016.jpg,Colonial architecture,13,train,1000,583,1.7153,136651
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00433.jpg,Colonial architecture,13,train,800,559,1.4311,59164
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00288.jpg,Colonial architecture,13,train,1000,708,1.4124,162046
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00057.jpg,Colonial architecture,13,train,1000,601,1.6639,101336
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00422.jpg,Colonial architecture,13,train,800,572,1.3986,125951
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00413.jpg,Colonial architecture,13,train,700,435,1.6092,67941
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00326.jpg,Colonial architecture,13,train,800,600,1.3333,89780
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00458.jpg,Colonial architecture,13,train,683,600,1.1383,115444
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00186.jpg,Colonial architecture,13,train,560,420,1.3333,82370
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00240.jpg,Colonial architecture,13,train,1000,666,1.5015,108134
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00325.jpg,Colonial architecture,13,train,800,536,1.4925,80616
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00290.jpg,Colonial architecture,13,train,1000,794,1.2594,115895
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00320.jpg,Colonial architecture,13,train,450,600,0.75,52504
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00435.jpg,Colonial architecture,13,train,800,523,1.5296,79833
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00269.jpg,Colonial architecture,13,train,1000,750,1.3333,215812
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00245.jpg,Colonial architecture,13,train,800,533,1.5009,90733
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00171.jpg,Colonial architecture,13,train,400,421,0.9501,33950
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00473.jpg,Colonial architecture,13,train,800,600,1.3333,92741
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00078.jpg,Colonial architecture,13,train,495,336,1.4732,42559
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00344.jpg,Colonial architecture,13,train,800,600,1.3333,90213
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00034.jpg,Colonial architecture,13,train,480,480,1.0,83141
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00139.jpg,Colonial architecture,13,train,1000,667,1.4993,130571
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00033.jpg,Colonial architecture,13,train,450,300,1.5,50923
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00159.jpg,Colonial architecture,13,train,625,1000,0.625,97108
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00418.jpg,Colonial architecture,13,train,800,600,1.3333,122715
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00223.jpg,Colonial architecture,13,train,1000,666,1.5015,177628
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00092.jpg,Colonial architecture,13,train,259,194,1.3351,12050
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00083.jpg,Colonial architecture,13,train,1000,666,1.5015,207662
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00025.jpg,Colonial architecture,13,train,1000,501,1.996,134603
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00221.jpg,Colonial architecture,13,train,1000,667,1.4993,130586
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00053.jpg,Colonial architecture,13,train,900,600,1.5,197109
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00450.jpg,Colonial architecture,13,train,800,533,1.5009,120174
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00399.jpg,Colonial architecture,13,train,450,600,0.75,95116
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00227.jpg,Colonial architecture,13,train,984,615,1.6,190715
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00140.jpg,Colonial architecture,13,train,640,505,1.2673,85807
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00463.jpg,Colonial architecture,13,train,800,533,1.5009,155036
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00398.jpg,Colonial architecture,13,train,401,599,0.6694,67922
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00230.jpg,Colonial architecture,13,train,800,533,1.5009,111299
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00322.jpg,Colonial architecture,13,train,450,600,0.75,63161
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00100.jpg,Colonial architecture,13,train,400,255,1.5686,32305
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00088.jpg,Colonial architecture,13,train,800,531,1.5066,67207
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00128.jpg,Colonial architecture,13,train,480,479,1.0021,68522
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00438.jpg,Colonial architecture,13,train,800,600,1.3333,71739
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00167.jpg,Colonial architecture,13,train,770,513,1.501,66312
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00339.jpg,Colonial architecture,13,train,800,600,1.3333,98366
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Colonial architecture/colonial_architecture_00108.jpg,Colonial architecture,13,train,1000,667,1.4993,156108
